fiscal_year,ssa,person_orcid,first_name,middle_name,last_name,proposal_role,affiliation_uei,affiliation_name,factor1_assessment,factor2_assessment,factor3_assessment,factor4_assessment,person_overall_assessment,multiple_mitigation,mitigation_explanation_person,mitigation_strategy_proposal,mitigation_explanation_proposal,proposal_number,opportunity_number,proposal_title,submitting_entity_uei,submitting_entity_name,review_type,reviewing_component,reviewing_subcomponent,assessment_state,approved_date,review_notes,mitigation_status,award_type,award_state,fain,awarded_date,award_pop_start,award_pop_end,proposal_files,person_files,review_files
2023,SSA-synergy,6090-8727-9692-9539,Robert,,Davis,PI,4K0AW4066EK0,Virtucon,Prohibited Factors,Mitigation Measures Required,Prohibited Factors,Mitigation Measures Required,Prohibited Factors,"Cessation, Increased Reporting",analysis research deployment development synergy research development solutions strategy solutions optimization innovation analysis research research.,,,41270932,OPP-918605,Advanced cohesive hardware Project,2GM2D03Z4F45,Omni Consumer Products,Mitigation Annual Review,USA,DSO,Canceled,8/24/2020 20:49,rOXHLsLpGGlOZaLgKRivGgIar sYQDSVu,Complete,CRADA,Pending,,8/26/2023 23:12,9/18/2022 14:06,2/27/2022 17:00,proposal_41270932.pdf,,
2024,SSA-integration,3676-7476-9924-9756,Peter,,Jones,Consultant,P0BJREZAN0YF,Stark Industries,Prohibited Factors,Prohibited Factors,Mitigation Measures Required,No Mitigation Needed,Mitigation Measures Required,,strategy synergy integration optimization development analysis development research synergy development deployment strategy deployment.,"Cessation, Increased Reporting",research innovation synergy innovation innovation research solutions deployment development integration innovation solutions integration.,61287363,OPP-609809,Business-focused client-driven initiative Project,S16GSAX4CIDY,Globex Inc,Initial,ACC,MSO,Draft,1/26/2024 18:15,,Complete,Other,Awarded,FAIN8091546,10/13/2023 13:33,,1/11/2022 7:12,proposal_61287363.pdf,person_Jones.pdf,
2024,SSA-integration,2718-8439-2632-4495,Robert,,Jones,Collaborator,EB3Q82NDH2ZA,MomCorp,No Mitigation Needed,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,Prohibited Factors,Threat Briefs,,"Cessation, Increased Reporting",research innovation synergy innovation innovation research solutions deployment development integration innovation solutions integration.,61287363,OPP-609809,Business-focused client-driven initiative Project,S16GSAX4CIDY,Globex Inc,Initial,ACC,MSO,Draft,1/26/2024 18:15,,Complete,Other,Awarded,FAIN8091546,10/13/2023 13:33,,1/11/2022 7:12,proposal_61287363.pdf,person_Jones.pdf,
2024,SSA-integration,3259-2258-9144-5642,Linda,,Wilson,Student,S16GSAX4CIDY,Globex Inc,Prohibited Factors,Mitigation Measures Required,Mitigation Measures Required,Mitigation Measures Required,Prohibited Factors,Threat Briefs,,"Cessation, Increased Reporting",research innovation synergy innovation innovation research solutions deployment development integration innovation solutions integration.,61287363,OPP-609809,Business-focused client-driven initiative Project,S16GSAX4CIDY,Globex Inc,Initial,ACC,MSO,Draft,1/26/2024 18:15,,Complete,Other,Awarded,FAIN8091546,10/13/2023 13:33,,1/11/2022 7:12,proposal_61287363.pdf,,
2024,SSA-integration,7902-9517-3520-2799,Linda,David,Smith,Student,S16GSAX4CIDY,Globex Inc,Prohibited Factors,No Mitigation Needed,Prohibited Factors,Mitigation Measures Required,Mitigation Measures Required,,analysis analysis deployment research solutions strategy innovation optimization strategy.,"Cessation, Increased Reporting",research innovation synergy innovation innovation research solutions deployment development integration innovation solutions integration.,61287363,OPP-609809,Business-focused client-driven initiative Project,S16GSAX4CIDY,Globex Inc,Initial,ACC,MSO,Draft,1/26/2024 18:15,,Complete,Other,Awarded,FAIN8091546,10/13/2023 13:33,,1/11/2022 7:12,proposal_61287363.pdf,person_Smith.pdf,
2024,SSA-integration,6089-1576-5011-7603,Michael,Robert,Miller,PI,8JK40Q30BVHV,Cyberdyne Systems,Mitigation Measures Required,Prohibited Factors,Prohibited Factors,Mitigation Measures Required,No Mitigation Needed,Threat Briefs,,"Cessation, Increased Reporting",research innovation synergy innovation innovation research solutions deployment development integration innovation solutions integration.,61287363,OPP-609809,Business-focused client-driven initiative Project,S16GSAX4CIDY,Globex Inc,Initial,ACC,MSO,Draft,1/26/2024 18:15,,Complete,Other,Awarded,FAIN8091546,10/13/2023 13:33,,1/11/2022 7:12,proposal_61287363.pdf,person_Miller.pdf,
2023,SSA-innovation,8844-7848-6085-7597,Michael,,Smith,Co-PI,4K0AW4066EK0,Virtucon,Prohibited Factors,Mitigation Measures Required,Mitigation Measures Required,Prohibited Factors,Mitigation Measures Required,Threat Briefs,deployment innovation synergy synergy integration development deployment development deployment synergy deployment.,,,11990801,OPP-392419,Adaptive modular solution Project,8JK40Q30BVHV,Cyberdyne Systems,Initial,DTRA,DSO,Completed,3/10/2023 10:59,,Pending,Other,Declined,,,,8/3/2021 15:39,proposal_11990801.pdf,,review_11990801.docx
2023,SSA-innovation,4162-7428-4491-5919,Peter,,Brown,Collaborator,8JK40Q30BVHV,Cyberdyne Systems,Mitigation Measures Required,Prohibited Factors,Mitigation Measures Required,Mitigation Measures Required,Prohibited Factors,"Cessation, Increased Reporting",,,,11990801,OPP-392419,Adaptive modular solution Project,8JK40Q30BVHV,Cyberdyne Systems,Initial,DTRA,DSO,Completed,3/10/2023 10:59,,Pending,Other,Declined,,,,8/3/2021 15:39,proposal_11990801.pdf,person_Brown.pdf,review_11990801.docx
2023,SSA-innovation,7077-4353-8590-5084,Linda,John,Jones,Student,4K0AW4066EK0,Virtucon,No Mitigation Needed,Mitigation Measures Required,Mitigation Measures Required,Prohibited Factors,No Mitigation Needed,,,,,11990801,OPP-392419,Adaptive modular solution Project,8JK40Q30BVHV,Cyberdyne Systems,Initial,DTRA,DSO,Completed,3/10/2023 10:59,,Pending,Other,Declined,,,,8/3/2021 15:39,proposal_11990801.pdf,,review_11990801.docx
2025,SSA-optimization,4119-2857-8173-6600,Mary,,Miller,PI,8JK40Q30BVHV,Cyberdyne Systems,Prohibited Factors,No Mitigation Needed,Prohibited Factors,Mitigation Measures Required,No Mitigation Needed,,research synergy optimization research innovation analysis strategy optimization strategy innovation integration solutions.,Threat Briefs,development analysis solutions analysis analysis solutions solutions research research optimization synergy development strategy.,40241882,OPP-849629,Adaptive modular solution Project,EB3Q82NDH2ZA,MomCorp,Initial,INSCOM,TTO,Completed,12/22/2024 3:26,,Not Needed,FAR-based Contract,Awarded,FAIN3866571,5/9/2020 1:50,,10/11/2020 22:12,proposal_40241882.pdf,person_Miller.pdf,review_40241882.docx
2025,SSA-optimization,8936-7468-4916-2583,David,,Anderson,PI,EB3Q82NDH2ZA,MomCorp,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,Prohibited Factors,Prohibited Factors,Threat Briefs,,Threat Briefs,development analysis solutions analysis analysis solutions solutions research research optimization synergy development strategy.,40241882,OPP-849629,Adaptive modular solution Project,EB3Q82NDH2ZA,MomCorp,Initial,INSCOM,TTO,Completed,12/22/2024 3:26,,Not Needed,FAR-based Contract,Awarded,FAIN3866571,5/9/2020 1:50,,10/11/2020 22:12,proposal_40241882.pdf,,review_40241882.docx
2025,SSA-optimization,2481-7728-4240-5225,Mary,Susan,Brown,Collaborator,EB3Q82NDH2ZA,MomCorp,Prohibited Factors,No Mitigation Needed,Prohibited Factors,Prohibited Factors,Mitigation Measures Required,"Cessation, Increased Reporting",,Threat Briefs,development analysis solutions analysis analysis solutions solutions research research optimization synergy development strategy.,40241882,OPP-849629,Adaptive modular solution Project,EB3Q82NDH2ZA,MomCorp,Initial,INSCOM,TTO,Completed,12/22/2024 3:26,,Not Needed,FAR-based Contract,Awarded,FAIN3866571,5/9/2020 1:50,,10/11/2020 22:12,proposal_40241882.pdf,,review_40241882.docx
2025,SSA-optimization,6090-8727-9692-9539,Robert,,Davis,Consultant,P0BJREZAN0YF,Stark Industries,Prohibited Factors,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,Mitigation Measures Required,,research innovation strategy analysis analysis optimization innovation deployment optimization.,Threat Briefs,development analysis solutions analysis analysis solutions solutions research research optimization synergy development strategy.,40241882,OPP-849629,Adaptive modular solution Project,EB3Q82NDH2ZA,MomCorp,Initial,INSCOM,TTO,Completed,12/22/2024 3:26,,Not Needed,FAR-based Contract,Awarded,FAIN3866571,5/9/2020 1:50,,10/11/2020 22:12,proposal_40241882.pdf,person_Davis.pdf,review_40241882.docx
2024,SSA-solutions,3676-7476-9924-9756,Peter,Susan,Jones,Consultant,S16GSAX4CIDY,Globex Inc,Prohibited Factors,Mitigation Measures Required,Mitigation Measures Required,Mitigation Measures Required,Mitigation Measures Required,"Cessation, Increased Reporting",innovation integration analysis strategy development solutions optimization research development synergy.,Threat Briefs,,86510594,OPP-567208,Cloned scalable matrix Project,1317BRU1K5HM,Blue Sun Corp,Mitigation Annual Review,NGA,DSO,In Progress,11/12/2023 7:56,,Complete,Other Transaction Authority,In Negotiation,,,,10/18/2020 1:10,proposal_86510594.pdf,person_Jones.pdf,review_86510594.docx
2024,SSA-solutions,5260-7018-8099-8748,Susan,,Smith,Student,P0BJREZAN0YF,Stark Industries,Mitigation Measures Required,Prohibited Factors,Prohibited Factors,No Mitigation Needed,No Mitigation Needed,Threat Briefs,solutions innovation analysis analysis solutions development synergy analysis optimization research integration integration synergy solutions research.,Threat Briefs,,86510594,OPP-567208,Cloned scalable matrix Project,1317BRU1K5HM,Blue Sun Corp,Mitigation Annual Review,NGA,DSO,In Progress,11/12/2023 7:56,,Complete,Other Transaction Authority,In Negotiation,,,,10/18/2020 1:10,proposal_86510594.pdf,,review_86510594.docx
2025,SSA-solutions,1385-8950-3310-4586,David,,Moore,Co-PI,R5OBMWO143GZ,Wayne Enterprises,Prohibited Factors,Prohibited Factors,Mitigation Measures Required,Prohibited Factors,Prohibited Factors,,solutions analysis research integration solutions optimization deployment strategy solutions solutions synergy solutions solutions innovation optimization.,Threat Briefs,,60060938,OPP-218802,Assimilated tangible parallelism Project,4K0AW4066EK0,Virtucon,Initial,DARPA,DSO,Completed,11/27/2024 9:28,,Pending,Grant,Pending,,6/5/2023 8:16,7/28/2021 4:40,,proposal_60060938.pdf,,
2025,SSA-solutions,8053-6398-6844-8437,David,,Davis,Student,CZ5TQAGRDPFT,Tyrell Corp,Prohibited Factors,Prohibited Factors,Prohibited Factors,No Mitigation Needed,No Mitigation Needed,"Cessation, Increased Reporting",optimization synergy research synergy analysis.,Threat Briefs,,60060938,OPP-218802,Assimilated tangible parallelism Project,4K0AW4066EK0,Virtucon,Initial,DARPA,DSO,Completed,11/27/2024 9:28,,Pending,Grant,Pending,,6/5/2023 8:16,7/28/2021 4:40,,proposal_60060938.pdf,,
2023,SSA-synergy,6637-3966-2365-1403,John,,Jones,Consultant,2GM2D03Z4F45,Omni Consumer Products,Prohibited Factors,No Mitigation Needed,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,,research development optimization innovation deployment innovation analysis research solutions solutions innovation development deployment integration.,,,48702446,OPP-314799,Automated bi-directional pricing structure Project,CZ5TQAGRDPFT,Tyrell Corp,Initial,DTRA,DSO,Canceled,6/11/2023 3:58,,Pending,Grant,Pending,,8/27/2025 10:12,5/20/2022 18:56,6/3/2021 15:56,proposal_48702446.pdf,person_Jones.pdf,review_48702446.docx
2023,SSA-synergy,6666-2150-1318-9273,Michael,,Williams,Consultant,8JK40Q30BVHV,Cyberdyne Systems,Prohibited Factors,Prohibited Factors,No Mitigation Needed,Prohibited Factors,Mitigation Measures Required,"Cessation, Increased Reporting",deployment synergy optimization analysis development solutions integration strategy synergy.,,,48702446,OPP-314799,Automated bi-directional pricing structure Project,CZ5TQAGRDPFT,Tyrell Corp,Initial,DTRA,DSO,Canceled,6/11/2023 3:58,,Pending,Grant,Pending,,8/27/2025 10:12,5/20/2022 18:56,6/3/2021 15:56,proposal_48702446.pdf,,review_48702446.docx
2023,SSA-synergy,9818-6881-1670-7498,Linda,Susan,Davis,Consultant,CZ5TQAGRDPFT,Tyrell Corp,Prohibited Factors,No Mitigation Needed,Prohibited Factors,No Mitigation Needed,Prohibited Factors,Threat Briefs,solutions deployment deployment strategy development innovation solutions optimization analysis analysis integration integration research development research.,,,48702446,OPP-314799,Automated bi-directional pricing structure Project,CZ5TQAGRDPFT,Tyrell Corp,Initial,DTRA,DSO,Canceled,6/11/2023 3:58,,Pending,Grant,Pending,,8/27/2025 10:12,5/20/2022 18:56,6/3/2021 15:56,proposal_48702446.pdf,person_Davis.pdf,review_48702446.docx
2023,SSA-synergy,3721-3731-4798-8779,Susan,Patricia,Jones,PI,2GM2D03Z4F45,Omni Consumer Products,Mitigation Measures Required,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,Mitigation Measures Required,,analysis development optimization strategy analysis research.,,,48702446,OPP-314799,Automated bi-directional pricing structure Project,CZ5TQAGRDPFT,Tyrell Corp,Initial,DTRA,DSO,Canceled,6/11/2023 3:58,,Pending,Grant,Pending,,8/27/2025 10:12,5/20/2022 18:56,6/3/2021 15:56,proposal_48702446.pdf,person_Jones.pdf,review_48702446.docx
2024,SSA-deployment,5291-6736-7201-8576,Linda,Mary,Moore,Student,CELBVE1BPY1T,Wayne Enterprises,Mitigation Measures Required,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,No Mitigation Needed,Threat Briefs,analysis synergy deployment deployment research research deployment development optimization integration integration integration.,"Cessation, Increased Reporting",development optimization integration deployment development innovation strategy synergy strategy research research integration.,64795747,OPP-385378,Cross-platform multimedia project Project,2GM2D03Z4F45,Omni Consumer Products,Mitigation Annual Review,NGA,TTO,Canceled,2/16/2021 12:17,,Not Needed,Grant,Declined,,7/25/2024 2:04,5/16/2024 17:15,,proposal_64795747.pdf,person_Moore.pdf,review_64795747.docx
2024,SSA-deployment,4119-2857-8173-6600,Mary,,Miller,Co-PI,P0BJREZAN0YF,Stark Industries,No Mitigation Needed,No Mitigation Needed,No Mitigation Needed,No Mitigation Needed,Mitigation Measures Required,,optimization strategy optimization research strategy integration innovation research innovation strategy research solutions integration strategy.,"Cessation, Increased Reporting",development optimization integration deployment development innovation strategy synergy strategy research research integration.,64795747,OPP-385378,Cross-platform multimedia project Project,2GM2D03Z4F45,Omni Consumer Products,Mitigation Annual Review,NGA,TTO,Canceled,2/16/2021 12:17,,Not Needed,Grant,Declined,,7/25/2024 2:04,5/16/2024 17:15,,proposal_64795747.pdf,,review_64795747.docx
2024,SSA-deployment,6637-3966-2365-1403,John,Jane,Jones,Co-PI,CZ5TQAGRDPFT,Tyrell Corp,Mitigation Measures Required,Mitigation Measures Required,No Mitigation Needed,Mitigation Measures Required,Mitigation Measures Required,Threat Briefs,research analysis solutions research research analysis.,"Cessation, Increased Reporting",development optimization integration deployment development innovation strategy synergy strategy research research integration.,64795747,OPP-385378,Cross-platform multimedia project Project,2GM2D03Z4F45,Omni Consumer Products,Mitigation Annual Review,NGA,TTO,Canceled,2/16/2021 12:17,,Not Needed,Grant,Declined,,7/25/2024 2:04,5/16/2024 17:15,,proposal_64795747.pdf,person_Jones.pdf,review_64795747.docx
2025,SSA-deployment,2104-2178-8021-8947,David,,Taylor,PI,S16GSAX4CIDY,Globex Inc,Prohibited Factors,Prohibited Factors,No Mitigation Needed,Prohibited Factors,No Mitigation Needed,,development research synergy synergy research solutions innovation innovation.,"Cessation, Increased Reporting",,8896565,OPP-207431,Adaptive modular solution Project,8JK40Q30BVHV,Cyberdyne Systems,Mitigation Annual Review,DHA,DSO,Canceled,12/15/2025 3:23,GTwZaalOIPYlPIFZhGrfgRnYYdSmXFGnZPEM hyhikrTWbbsrqxWmTIMTCNGwBlAZomKvIqUsupeWcvzEYPazjuqrCSSqwLFhT HVnsvtHLebeENuDiKhRavCzHqviWLyHCItbHVQTfJaLqUPOMBUIQjdKniBJx xCnnuqbeSPjVgePcKsCt,Complete,Other,Declined,,,6/5/2022 1:09,11/8/2025 23:32,proposal_08896565.pdf,,
2025,SSA-deployment,2704-5496-8890-3368,Jane,,Brown,Co-PI,4K0AW4066EK0,Virtucon,Mitigation Measures Required,Mitigation Measures Required,Mitigation Measures Required,Mitigation Measures Required,Prohibited Factors,Threat Briefs,research solutions development innovation synergy deployment optimization integration.,"Cessation, Increased Reporting",,8896565,OPP-207431,Adaptive modular solution Project,8JK40Q30BVHV,Cyberdyne Systems,Mitigation Annual Review,DHA,DSO,Canceled,12/15/2025 3:23,GTwZaalOIPYlPIFZhGrfgRnYYdSmXFGnZPEM hyhikrTWbbsrqxWmTIMTCNGwBlAZomKvIqUsupeWcvzEYPazjuqrCSSqwLFhT HVnsvtHLebeENuDiKhRavCzHqviWLyHCItbHVQTfJaLqUPOMBUIQjdKniBJx xCnnuqbeSPjVgePcKsCt,Complete,Other,Declined,,,6/5/2022 1:09,11/8/2025 23:32,proposal_08896565.pdf,,
2025,SSA-deployment,6426-6062-5484-2188,Jane,Linda,Wilson,Student,S16GSAX4CIDY,Globex Inc,Mitigation Measures Required,Mitigation Measures Required,Mitigation Measures Required,Prohibited Factors,Mitigation Measures Required,Threat Briefs,innovation research optimization research innovation deployment research deployment strategy strategy.,"Cessation, Increased Reporting",,8896565,OPP-207431,Adaptive modular solution Project,8JK40Q30BVHV,Cyberdyne Systems,Mitigation Annual Review,DHA,DSO,Canceled,12/15/2025 3:23,GTwZaalOIPYlPIFZhGrfgRnYYdSmXFGnZPEM hyhikrTWbbsrqxWmTIMTCNGwBlAZomKvIqUsupeWcvzEYPazjuqrCSSqwLFhT HVnsvtHLebeENuDiKhRavCzHqviWLyHCItbHVQTfJaLqUPOMBUIQjdKniBJx xCnnuqbeSPjVgePcKsCt,Complete,Other,Declined,,,6/5/2022 1:09,11/8/2025 23:32,proposal_08896565.pdf,,
2025,SSA-deployment,9058-1198-1274-2868,David,Mary,Brown,Co-PI,P0BJREZAN0YF,Stark Industries,Prohibited Factors,Prohibited Factors,Prohibited Factors,Prohibited Factors,No Mitigation Needed,Threat Briefs,,"Cessation, Increased Reporting",,8896565,OPP-207431,Adaptive modular solution Project,8JK40Q30BVHV,Cyberdyne Systems,Mitigation Annual Review,DHA,DSO,Canceled,12/15/2025 3:23,GTwZaalOIPYlPIFZhGrfgRnYYdSmXFGnZPEM hyhikrTWbbsrqxWmTIMTCNGwBlAZomKvIqUsupeWcvzEYPazjuqrCSSqwLFhT HVnsvtHLebeENuDiKhRavCzHqviWLyHCItbHVQTfJaLqUPOMBUIQjdKniBJx xCnnuqbeSPjVgePcKsCt,Complete,Other,Declined,,,6/5/2022 1:09,11/8/2025 23:32,proposal_08896565.pdf,person_Brown.pdf,
2025,SSA-deployment,7077-4353-8590-5084,Linda,,Jones,Student,VWDUSH65P3UT,Wayne Enterprises,Prohibited Factors,Prohibited Factors,Prohibited Factors,Mitigation Measures Required,Mitigation Measures Required,,innovation integration innovation solutions analysis solutions integration optimization integration solutions research innovation deployment research solutions.,"Cessation, Increased Reporting",,8896565,OPP-207431,Adaptive modular solution Project,8JK40Q30BVHV,Cyberdyne Systems,Mitigation Annual Review,DHA,DSO,Canceled,12/15/2025 3:23,GTwZaalOIPYlPIFZhGrfgRnYYdSmXFGnZPEM hyhikrTWbbsrqxWmTIMTCNGwBlAZomKvIqUsupeWcvzEYPazjuqrCSSqwLFhT HVnsvtHLebeENuDiKhRavCzHqviWLyHCItbHVQTfJaLqUPOMBUIQjdKniBJx xCnnuqbeSPjVgePcKsCt,Complete,Other,Declined,,,6/5/2022 1:09,11/8/2025 23:32,proposal_08896565.pdf,person_Jones.pdf,
2023,SSA-synergy,6090-8727-9692-9539,Robert,,Davis,Student,P0BJREZAN0YF,Stark Industries,Mitigation Measures Required,No Mitigation Needed,Prohibited Factors,Prohibited Factors,Prohibited Factors,Threat Briefs,deployment analysis synergy strategy optimization strategy solutions research integration deployment optimization deployment development.,"Cessation, Increased Reporting",innovation deployment integration strategy development.,47945216,OPP-502529,Business-focused client-driven initiative Project,95C7CBF2RFOV,Acme Corp,Mitigation Annual Review,DTRA,TTO,Completed,5/25/2023 11:02,PRZFhJqHLjJKGKVgjxNFdpeHtYrVGFVC uMZejTyZQHDPpUefxXIRcMLXDbuHBJhuiUnsahYVnEQkANPwdbKoNHfGZQbMewaJFaqKGoRNpfNkhBiQWFfKDLhKsjIfkvdCxdlOGrtavkMmASlpKeaGVSmGV,Not Needed,CRADA,In Negotiation,,3/5/2020 8:44,,,proposal_47945216.pdf,,review_47945216.docx
2023,SSA-synergy,4341-5122-4935-6753,John,,Williams,Collaborator,WJ7LSZOGF9N8,Blue Sun Corp,No Mitigation Needed,Prohibited Factors,Prohibited Factors,No Mitigation Needed,Prohibited Factors,Threat Briefs,,"Cessation, Increased Reporting",innovation deployment integration strategy development.,47945216,OPP-502529,Business-focused client-driven initiative Project,95C7CBF2RFOV,Acme Corp,Mitigation Annual Review,DTRA,TTO,Completed,5/25/2023 11:02,PRZFhJqHLjJKGKVgjxNFdpeHtYrVGFVC uMZejTyZQHDPpUefxXIRcMLXDbuHBJhuiUnsahYVnEQkANPwdbKoNHfGZQbMewaJFaqKGoRNpfNkhBiQWFfKDLhKsjIfkvdCxdlOGrtavkMmASlpKeaGVSmGV,Not Needed,CRADA,In Negotiation,,3/5/2020 8:44,,,proposal_47945216.pdf,person_Williams.pdf,review_47945216.docx
2023,SSA-synergy,6743-4763-9778-8814,Robert,,Taylor,Consultant,95C7CBF2RFOV,Acme Corp,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,No Mitigation Needed,Prohibited Factors,,optimization synergy analysis analysis analysis research innovation development.,"Cessation, Increased Reporting",innovation deployment integration strategy development.,47945216,OPP-502529,Business-focused client-driven initiative Project,95C7CBF2RFOV,Acme Corp,Mitigation Annual Review,DTRA,TTO,Completed,5/25/2023 11:02,PRZFhJqHLjJKGKVgjxNFdpeHtYrVGFVC uMZejTyZQHDPpUefxXIRcMLXDbuHBJhuiUnsahYVnEQkANPwdbKoNHfGZQbMewaJFaqKGoRNpfNkhBiQWFfKDLhKsjIfkvdCxdlOGrtavkMmASlpKeaGVSmGV,Not Needed,CRADA,In Negotiation,,3/5/2020 8:44,,,proposal_47945216.pdf,,review_47945216.docx
2023,SSA-research,1990-7633-2513-1879,Mary,,Williams,Consultant,CZ5TQAGRDPFT,Tyrell Corp,Prohibited Factors,Mitigation Measures Required,Prohibited Factors,Prohibited Factors,No Mitigation Needed,Threat Briefs,research innovation strategy integration deployment strategy optimization strategy integration deployment research integration optimization development.,,,26962835,OPP-724863,Business-focused client-driven initiative Project,4K0AW4066EK0,Virtucon,Mitigation Annual Review,INSCOM,I2O,In Progress,9/15/2025 7:30,,Pending,Other Transaction Authority,Declined,,10/9/2024 12:53,4/26/2024 14:50,7/27/2020 23:46,proposal_26962835.pdf,,
2023,SSA-research,4139-2131-1680-6186,Susan,,Williams,Collaborator,4K0AW4066EK0,Virtucon,Prohibited Factors,Prohibited Factors,Mitigation Measures Required,No Mitigation Needed,Mitigation Measures Required,,,,,26962835,OPP-724863,Business-focused client-driven initiative Project,4K0AW4066EK0,Virtucon,Mitigation Annual Review,INSCOM,I2O,In Progress,9/15/2025 7:30,,Pending,Other Transaction Authority,Declined,,10/9/2024 12:53,4/26/2024 14:50,7/27/2020 23:46,proposal_26962835.pdf,person_Williams.pdf,
2023,SSA-research,2553-1903-5850-9269,Susan,Patricia,Davis,Co-PI,CZ5TQAGRDPFT,Tyrell Corp,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,No Mitigation Needed,No Mitigation Needed,Threat Briefs,development solutions analysis analysis solutions integration synergy optimization development optimization solutions strategy development integration.,,,26962835,OPP-724863,Business-focused client-driven initiative Project,4K0AW4066EK0,Virtucon,Mitigation Annual Review,INSCOM,I2O,In Progress,9/15/2025 7:30,,Pending,Other Transaction Authority,Declined,,10/9/2024 12:53,4/26/2024 14:50,7/27/2020 23:46,proposal_26962835.pdf,,
2023,SSA-research,1066-2440-5078-7824,Susan,,Anderson,Co-PI,S16GSAX4CIDY,Globex Inc,Mitigation Measures Required,Prohibited Factors,Mitigation Measures Required,Mitigation Measures Required,No Mitigation Needed,Threat Briefs,,,,26962835,OPP-724863,Business-focused client-driven initiative Project,4K0AW4066EK0,Virtucon,Mitigation Annual Review,INSCOM,I2O,In Progress,9/15/2025 7:30,,Pending,Other Transaction Authority,Declined,,10/9/2024 12:53,4/26/2024 14:50,7/27/2020 23:46,proposal_26962835.pdf,,
2023,SSA-research,8291-2539-5590-1671,Jane,,Moore,Consultant,XDLQC3AUB9UV,Cyberdyne Systems,Mitigation Measures Required,Prohibited Factors,Prohibited Factors,Mitigation Measures Required,No Mitigation Needed,,research synergy strategy deployment solutions strategy optimization analysis strategy development integration.,,,26962835,OPP-724863,Business-focused client-driven initiative Project,4K0AW4066EK0,Virtucon,Mitigation Annual Review,INSCOM,I2O,In Progress,9/15/2025 7:30,,Pending,Other Transaction Authority,Declined,,10/9/2024 12:53,4/26/2024 14:50,7/27/2020 23:46,proposal_26962835.pdf,person_Moore.pdf,
2024,SSA-solutions,1385-8950-3310-4586,David,Peter,Moore,Consultant,CZ5TQAGRDPFT,Tyrell Corp,Prohibited Factors,No Mitigation Needed,No Mitigation Needed,No Mitigation Needed,Prohibited Factors,,optimization solutions development integration deployment solutions synergy solutions.,Threat Briefs,,21257394,OPP-386195,Assimilated tangible parallelism Project,P0BJREZAN0YF,Stark Industries,Initial,INSCOM,CDMRP,In Progress,4/2/2021 15:25,,Not Needed,CRADA,In Negotiation,,,,,proposal_21257394.pdf,person_Moore.pdf,review_21257394.docx
2024,SSA-solutions,6969-3078-2618-4315,Susan,Linda,Moore,Co-PI,1317BRU1K5HM,Blue Sun Corp,Mitigation Measures Required,Prohibited Factors,No Mitigation Needed,No Mitigation Needed,No Mitigation Needed,"Cessation, Increased Reporting",optimization optimization research optimization development innovation.,Threat Briefs,,21257394,OPP-386195,Assimilated tangible parallelism Project,P0BJREZAN0YF,Stark Industries,Initial,INSCOM,CDMRP,In Progress,4/2/2021 15:25,,Not Needed,CRADA,In Negotiation,,,,,proposal_21257394.pdf,,review_21257394.docx
2024,SSA-solutions,7751-3047-7207-7844,John,,Brown,Consultant,1317BRU1K5HM,Blue Sun Corp,Mitigation Measures Required,No Mitigation Needed,Prohibited Factors,Prohibited Factors,Mitigation Measures Required,"Cessation, Increased Reporting",optimization integration research analysis synergy strategy.,Threat Briefs,,21257394,OPP-386195,Assimilated tangible parallelism Project,P0BJREZAN0YF,Stark Industries,Initial,INSCOM,CDMRP,In Progress,4/2/2021 15:25,,Not Needed,CRADA,In Negotiation,,,,,proposal_21257394.pdf,person_Brown.pdf,review_21257394.docx
2024,SSA-solutions,2018-4402-9157-7426,Mary,Jane,Smith,Student,S16GSAX4CIDY,Globex Inc,Mitigation Measures Required,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,Prohibited Factors,"Cessation, Increased Reporting",integration integration development optimization synergy strategy research solutions innovation integration.,Threat Briefs,,21257394,OPP-386195,Assimilated tangible parallelism Project,P0BJREZAN0YF,Stark Industries,Initial,INSCOM,CDMRP,In Progress,4/2/2021 15:25,,Not Needed,CRADA,In Negotiation,,,,,proposal_21257394.pdf,person_Smith.pdf,review_21257394.docx
2024,SSA-solutions,4712-9564-9492-1032,Peter,,Moore,PI,1317BRU1K5HM,Blue Sun Corp,Prohibited Factors,Mitigation Measures Required,Prohibited Factors,Mitigation Measures Required,Prohibited Factors,,,Threat Briefs,,21257394,OPP-386195,Assimilated tangible parallelism Project,P0BJREZAN0YF,Stark Industries,Initial,INSCOM,CDMRP,In Progress,4/2/2021 15:25,,Not Needed,CRADA,In Negotiation,,,,,proposal_21257394.pdf,person_Moore.pdf,review_21257394.docx
